Customer_ID,Feedback_Score,Policy_Type,Late_Payments,Lifetime_Months,Claims_Filed,Premium_Amount,Age,Gender,Income_Level,Is_Churn
CUST_457,8,Life,5,17,2,1518,31,Other,High,0
CUST_458,6,Health,5,11,1,1207,72,Female,High,0
CUST_459,3,Life,5,18,4,4645,40,Other,High,0
CUST_460,6,Auto,2,20,0,807,41,Male,Low,0
CUST_461,7,Life,5,60,3,3090,21,Female,High,0
CUST_462,1,Auto,8,15,5,2635,56,Female,Low,1
CUST_463,5,Auto,6,29,4,3234,42,Male,Medium,1
CUST_464,9,Life,8,39,1,3065,75,Female,High,0
CUST_465,10,Health,5,53,2,1138,74,Male,High,0
CUST_466,10,Auto,6,14,1,1532,33,Male,High,0
CUST_467,3,Health,8,26,5,2870,51,Other,Medium,0
CUST_468,5,Auto,5,25,0,1355,54,Male,Medium,0
CUST_469,7,Life,0,28,3,3523,78,Female,Medium,0
CUST_470,7,Health,6,4,2,1559,39,Female,High,0
CUST_471,3,Health,6,19,1,4709,54,Female,High,0
CUST_472,6,Health,4,20,1,4038,84,Male,High,0
CUST_473,8,Auto,8,35,5,2440,50,Other,Low,1
CUST_474,7,Auto,7,49,4,3049,34,Male,High,0
CUST_475,1,Life,8,26,5,4982,72,Male,Medium,0
CUST_476,2,Health,2,51,5,2557,32,Female,High,0
CUST_477,4,Health,10,48,2,549,62,Other,Low,0
CUST_478,9,Life,6,30,2,1046,40,Other,Medium,0
CUST_479,1,Auto,4,8,1,3989,84,Female,Medium,1
CUST_480,8,Life,8,8,2,1213,48,Female,High,1
CUST_481,10,Auto,7,35,1,4198,18,Female,High,0
CUST_482,6,Health,1,34,1,892,59,Male,High,0
CUST_483,2,Health,3,5,2,3618,72,Female,Low,1
CUST_484,2,Health,0,27,4,2563,35,Other,Medium,1
CUST_485,9,Auto,0,5,5,1460,24,Other,Low,1
CUST_486,2,Auto,0,34,3,2992,24,Male,High,1
CUST_487,3,Auto,2,11,5,3006,83,Male,Low,1
CUST_488,2,Life,5,48,0,3165,40,Other,Medium,0
CUST_489,7,Health,5,32,4,2239,20,Male,Low,0
CUST_490,6,Life,4,46,3,2510,78,Male,High,0
CUST_491,3,Health,6,29,1,4532,82,Other,Low,0
CUST_492,6,Health,10,42,5,3363,18,Female,Low,0
CUST_493,1,Life,4,15,0,1968,82,Female,Medium,0
CUST_494,9,Life,5,19,2,664,83,Female,Medium,0
CUST_495,2,Life,3,53,0,1289,41,Male,High,0
CUST_496,6,Life,3,29,4,3444,39,Female,Medium,0
CUST_497,10,Life,4,30,5,3622,22,Other,Medium,0
CUST_498,6,Health,7,19,1,1283,34,Female,High,0
CUST_499,10,Health,9,38,1,2761,63,Female,Low,0
CUST_500,1,Life,8,27,2,4066,40,Female,Medium,1
CUST_501,5,Health,5,29,1,1394,32,Other,Medium,0
CUST_502,4,Life,2,34,2,3609,18,Female,High,0
CUST_503,2,Auto,9,48,1,2947,53,Other,Medium,1
CUST_504,6,Auto,4,19,5,1127,36,Female,Low,0
CUST_505,1,Auto,10,24,0,3372,43,Male,Low,1
CUST_506,8,Life,10,45,0,4383,62,Male,Low,0
CUST_507,2,Auto,8,9,4,2366,51,Female,Medium,1
CUST_508,8,Life,4,30,5,2038,80,Other,High,0
CUST_509,5,Life,4,58,0,4392,28,Other,Low,0
CUST_510,2,Auto,7,16,5,3985,45,Other,Medium,1
CUST_511,7,Auto,0,45,5,4741,24,Male,Medium,0
CUST_512,5,Auto,4,16,3,2712,38,Male,High,0
CUST_513,8,Auto,1,42,1,559,80,Female,High,1
CUST_514,8,Auto,4,41,0,1226,34,Female,Medium,1
CUST_515,7,Auto,5,41,3,2151,19,Male,Medium,1
CUST_516,4,Health,0,7,1,2688,39,Female,Medium,0
CUST_517,2,Health,5,41,1,1087,58,Female,Medium,0
CUST_518,1,Auto,10,34,1,4525,29,Female,High,1
CUST_519,4,Life,6,54,2,4651,20,Other,Low,0
CUST_520,3,Life,3,52,5,1063,19,Female,Low,0
CUST_521,4,Life,3,58,1,627,39,Other,Medium,0
CUST_522,2,Life,7,34,0,547,39,Other,Medium,1
CUST_523,10,Auto,0,7,5,4489,79,Other,Medium,0
CUST_524,8,Health,6,21,4,1411,35,Male,High,0
CUST_525,7,Life,9,27,5,3566,64,Other,High,1
CUST_526,8,Auto,5,32,5,4447,77,Other,Low,0
CUST_527,1,Life,10,21,3,1336,83,Male,Medium,1
CUST_528,3,Auto,1,55,1,2950,85,Female,Low,0
CUST_529,6,Health,1,19,2,3324,49,Other,High,0
CUST_530,5,Health,8,8,2,1332,60,Male,Medium,0
CUST_531,7,Auto,1,53,3,3052,50,Other,Medium,1
CUST_532,2,Health,9,14,4,3436,45,Male,High,1
CUST_533,7,Health,6,51,1,1308,39,Female,Low,0
CUST_534,9,Auto,10,22,4,2791,73,Other,Medium,0
CUST_535,5,Life,1,18,5,3442,22,Other,Medium,0
CUST_536,5,Life,3,41,0,3177,47,Male,High,0
CUST_537,5,Auto,8,50,3,4859,40,Female,Medium,1
CUST_538,7,Health,10,56,0,2051,39,Male,Medium,1
CUST_539,10,Health,7,41,1,4945,56,Female,Medium,0
CUST_540,7,Health,5,23,0,4484,24,Other,Low,0
CUST_541,5,Life,10,22,1,2242,18,Other,High,1
CUST_542,6,Health,9,43,2,3642,77,Other,Low,0
CUST_543,9,Auto,5,29,3,4997,78,Male,Medium,0
CUST_544,10,Health,5,39,4,797,22,Other,High,0
CUST_545,3,Health,9,30,4,4325,19,Male,Low,0
CUST_546,5,Auto,4,41,4,1932,47,Other,High,0
CUST_547,5,Health,2,52,3,3728,79,Male,High,0
CUST_548,2,Life,2,2,4,3992,31,Male,Medium,0
CUST_549,9,Auto,9,47,0,1138,80,Other,Low,1
CUST_550,4,Life,8,30,0,4739,31,Male,Medium,0
CUST_551,3,Auto,1,39,1,906,62,Other,High,0
CUST_552,9,Life,10,51,2,4883,24,Female,High,0
CUST_553,2,Life,3,47,0,2607,66,Other,Medium,0
CUST_554,2,Life,3,4,4,2476,59,Other,Low,0
CUST_555,4,Life,10,31,4,4763,36,Other,Low,0
CUST_556,8,Health,2,58,5,4748,55,Female,Medium,0
CUST_557,3,Auto,4,29,1,1061,66,Female,Medium,0
CUST_558,5,Life,1,42,3,3634,19,Other,High,0
CUST_559,5,Life,9,4,1,4930,82,Female,High,0
CUST_560,8,Life,10,54,2,3047,83,Female,Low,0
CUST_561,10,Health,9,20,2,4837,65,Female,Low,0
CUST_562,3,Health,7,41,5,1646,38,Other,Medium,0
CUST_563,10,Health,7,41,4,4337,24,Female,High,0
CUST_564,8,Life,1,24,2,1891,59,Other,Medium,0
CUST_565,6,Life,1,22,1,2100,32,Female,High,0
CUST_566,10,Life,8,14,0,690,63,Male,High,1
CUST_567,2,Life,0,2,3,757,28,Male,High,1
CUST_568,5,Life,1,2,3,4232,41,Male,Low,0
CUST_569,5,Health,6,5,4,643,35,Female,Medium,1
CUST_570,9,Auto,7,32,4,3053,83,Male,Low,0
CUST_571,10,Auto,7,13,5,3655,71,Other,Low,1
CUST_572,5,Auto,4,7,0,2756,67,Male,Low,0
CUST_573,1,Auto,3,50,2,2554,23,Male,High,1
CUST_574,1,Health,6,60,1,3288,20,Female,High,0
CUST_575,10,Life,0,17,4,526,76,Other,Medium,0
CUST_576,5,Health,4,7,1,2434,55,Female,High,0
CUST_577,7,Auto,8,10,0,679,53,Female,High,1
CUST_578,6,Auto,9,31,0,556,32,Male,Medium,0
CUST_579,9,Auto,0,12,4,3593,31,Other,Medium,1
CUST_580,5,Health,9,23,3,521,74,Other,Medium,1
CUST_581,7,Life,8,38,3,2643,32,Male,Low,0
CUST_582,4,Health,5,12,4,3429,65,Female,Low,0
CUST_583,10,Auto,9,7,4,1518,25,Other,Medium,1
CUST_584,3,Health,2,41,2,889,48,Female,Medium,0
CUST_585,5,Health,7,12,0,4691,69,Other,Medium,0
CUST_586,9,Health,1,37,3,1185,55,Male,High,0
CUST_587,9,Health,4,41,3,4704,82,Other,Medium,0
CUST_588,8,Auto,3,36,2,4427,80,Other,Medium,0
CUST_589,9,Health,10,23,0,2390,49,Female,High,1
CUST_590,1,Health,6,25,0,2228,78,Other,High,1
CUST_591,8,Auto,9,29,4,932,34,Male,High,1
CUST_592,4,Life,4,45,0,733,62,Other,High,0
CUST_593,8,Life,7,9,0,1952,20,Male,High,0
CUST_594,7,Life,4,17,2,4538,31,Female,Medium,0
CUST_595,8,Health,9,4,2,3593,36,Male,Low,0
CUST_596,7,Auto,3,24,2,2459,58,Other,High,0
CUST_597,5,Life,10,24,0,1636,72,Other,Medium,0
CUST_598,10,Life,4,22,1,4243,82,Other,High,0
CUST_599,8,Health,7,51,3,2001,53,Other,Medium,0
CUST_600,4,Health,6,42,3,1862,84,Female,Medium,0
CUST_601,8,Health,8,59,3,2193,44,Female,Low,1
CUST_602,9,Auto,8,41,0,4565,52,Male,High,1
CUST_603,1,Auto,9,11,0,2318,47,Female,High,1
CUST_604,6,Health,3,21,5,3995,35,Female,Low,0
CUST_605,4,Health,8,55,1,3154,74,Male,High,1
CUST_606,5,Life,6,54,1,985,72,Other,Medium,0
CUST_607,3,Health,1,7,0,2644,80,Male,High,0
CUST_608,6,Health,6,32,3,2200,27,Other,Medium,0
CUST_609,2,Auto,10,31,1,1697,60,Other,Low,1
CUST_610,10,Life,1,19,2,3660,57,Other,Medium,0
CUST_611,2,Auto,8,41,3,867,41,Female,Medium,1
CUST_612,9,Auto,10,35,2,3219,61,Other,Medium,1
CUST_613,8,Auto,7,23,0,893,59,Other,High,0
CUST_614,2,Life,7,28,0,2632,80,Other,Medium,1
CUST_615,7,Life,6,21,0,4303,28,Other,Medium,0
CUST_616,3,Auto,4,10,0,2415,56,Other,High,0
CUST_617,9,Health,5,60,1,3421,74,Female,High,0
CUST_618,10,Life,8,42,3,2227,81,Other,Medium,0
CUST_619,8,Life,10,26,3,3181,24,Male,Low,0
CUST_620,5,Health,0,20,4,1653,23,Male,High,0
CUST_621,8,Health,8,59,2,1845,77,Female,Low,0
CUST_622,7,Health,4,10,3,3926,29,Female,Medium,0
CUST_623,8,Auto,3,49,2,3498,28,Male,High,0
CUST_624,7,Health,1,57,1,2631,24,Female,Medium,0
CUST_625,7,Health,9,48,4,2187,47,Male,High,1
CUST_626,7,Health,6,18,3,929,64,Female,Medium,0
CUST_627,1,Auto,10,14,5,3317,42,Male,High,1
CUST_628,10,Health,5,29,1,2213,46,Male,High,0
CUST_629,2,Life,2,20,4,4335,69,Female,Medium,1
CUST_630,10,Auto,1,10,2,2055,46,Female,High,0
CUST_631,2,Life,7,33,3,3000,62,Male,Low,0
CUST_632,10,Health,9,48,5,3524,37,Female,High,0
CUST_633,4,Auto,0,9,0,1290,32,Female,Low,0
CUST_634,6,Health,10,51,5,2095,78,Male,Medium,0
CUST_635,3,Life,0,10,5,3340,40,Male,Medium,0
CUST_636,7,Auto,5,2,4,4058,43,Male,Low,0
CUST_637,5,Auto,3,12,2,2924,52,Other,Low,1
CUST_638,3,Life,10,9,2,1688,19,Other,High,1
CUST_639,6,Auto,1,4,4,3947,61,Female,Low,0
CUST_640,10,Life,2,18,0,985,29,Other,Low,0
CUST_641,10,Life,6,5,3,3611,65,Other,High,0
CUST_642,4,Auto,0,1,1,1007,59,Other,Low,1
CUST_643,2,Health,5,27,0,708,73,Male,Low,1
CUST_644,8,Health,5,19,1,4255,71,Other,Medium,0
CUST_645,7,Auto,7,58,0,1780,49,Female,Medium,0
CUST_646,10,Life,4,37,1,4326,32,Male,Low,0
CUST_647,8,Life,0,26,4,2591,52,Other,High,0
CUST_648,1,Auto,2,3,0,590,46,Male,Low,1
CUST_649,9,Health,10,30,4,3074,77,Male,Medium,1
CUST_650,6,Life,8,11,1,1234,25,Other,High,0
CUST_651,7,Health,4,25,1,2616,66,Male,High,0
CUST_652,8,Life,5,22,3,2485,32,Female,High,0
CUST_653,6,Health,9,11,1,1437,26,Female,Medium,1
CUST_654,10,Health,5,46,3,3668,61,Other,High,0
CUST_655,2,Auto,8,4,1,2883,56,Female,Medium,1
CUST_656,1,Auto,7,54,2,1246,36,Male,Low,0
CUST_657,6,Auto,6,57,0,1064,32,Male,High,0
CUST_658,7,Health,9,44,0,1229,32,Other,Medium,1
CUST_659,4,Auto,5,7,1,2139,84,Other,Medium,1
CUST_660,10,Health,5,47,4,4057,82,Male,High,0
CUST_661,7,Health,9,18,5,3507,61,Male,Medium,0
CUST_662,8,Auto,1,33,4,3939,50,Male,High,0
CUST_663,1,Health,10,30,0,3043,32,Female,High,0
CUST_664,5,Auto,2,27,5,904,36,Other,Medium,0
CUST_665,5,Health,6,4,1,1781,67,Other,Medium,0
CUST_666,8,Auto,8,40,5,3454,59,Male,High,0
CUST_667,8,Auto,1,27,0,2863,60,Female,Medium,0
CUST_668,8,Auto,3,29,0,1919,33,Female,Medium,0
CUST_669,2,Health,0,15,1,4006,78,Male,Medium,0
CUST_670,5,Auto,7,29,3,833,44,Male,Low,0
CUST_671,1,Health,8,11,1,845,47,Male,High,1
CUST_672,6,Health,3,24,1,3881,68,Other,Low,0
CUST_673,8,Auto,7,3,3,1541,67,Other,High,1
CUST_674,8,Life,3,4,0,4923,72,Female,Medium,0
CUST_675,1,Life,1,37,2,2000,57,Female,Medium,0
CUST_676,3,Auto,8,16,0,1870,33,Other,Low,1
CUST_677,6,Auto,3,11,3,2051,53,Other,Medium,1
CUST_678,1,Health,5,8,3,4765,46,Other,Low,0
CUST_679,2,Life,9,48,5,2627,29,Other,High,1
CUST_680,6,Auto,4,37,2,2168,45,Other,Medium,0
CUST_681,6,Health,1,22,4,3449,75,Other,Low,0
CUST_682,5,Health,2,25,5,4288,51,Female,High,0
CUST_683,5,Auto,3,47,1,2037,20,Male,High,0
CUST_684,10,Auto,4,54,5,4905,18,Female,High,0
CUST_685,5,Life,5,40,2,3114,29,Male,High,0
CUST_686,1,Auto,9,13,1,2962,25,Male,Medium,1
CUST_687,10,Life,2,51,1,3508,32,Other,High,0
CUST_688,10,Health,3,12,4,1869,31,Female,Medium,1
CUST_689,9,Health,2,4,1,1774,18,Male,Low,1
CUST_690,6,Auto,5,24,2,3170,70,Other,Low,0
CUST_691,8,Health,8,47,2,1022,49,Male,Medium,0
CUST_692,6,Health,0,1,3,4453,39,Male,Medium,1
CUST_693,3,Health,2,28,2,2783,41,Other,Medium,0
CUST_694,6,Life,4,47,5,4482,53,Female,Low,0
CUST_695,7,Auto,5,23,5,3138,52,Female,Medium,1
CUST_696,4,Auto,5,3,2,1941,48,Female,Medium,0
CUST_697,8,Health,7,26,3,2718,38,Male,Low,0
CUST_698,5,Auto,1,58,3,4147,67,Female,Medium,0
CUST_699,5,Health,1,37,1,4255,62,Other,Low,0
CUST_700,9,Life,6,25,0,3411,51,Male,Low,0
CUST_701,5,Auto,2,59,3,3761,58,Other,Low,1
CUST_702,6,Health,7,41,4,3500,28,Other,Low,0
CUST_703,6,Life,4,8,0,3077,83,Female,High,0
CUST_704,6,Health,3,44,2,1336,82,Other,Low,0
CUST_705,8,Life,5,47,2,1830,33,Female,Medium,0
CUST_706,7,Auto,1,50,2,4718,80,Other,Low,1
CUST_707,7,Life,4,22,4,4703,82,Male,Medium,0
CUST_708,4,Auto,9,59,0,3228,60,Male,High,0
CUST_709,4,Health,2,35,1,4068,59,Female,Medium,0
CUST_710,6,Auto,8,34,3,2153,26,Female,High,0
CUST_711,5,Life,6,17,2,4891,75,Other,Medium,0
CUST_712,3,Auto,3,18,1,2041,32,Male,Medium,0
CUST_713,1,Auto,2,43,2,4007,62,Female,Low,1
CUST_714,6,Life,7,23,5,4517,54,Female,Medium,0
CUST_715,1,Life,0,9,2,3841,48,Male,High,1
CUST_716,10,Health,2,14,1,3968,69,Other,High,0
CUST_717,6,Life,3,26,1,3343,23,Other,Low,0
CUST_718,4,Life,1,17,3,4219,45,Other,Low,0
CUST_719,1,Auto,7,38,1,977,52,Male,Low,1
CUST_720,8,Auto,4,59,2,2221,64,Male,Low,0
CUST_721,3,Life,10,17,3,1157,50,Female,Medium,0
CUST_722,8,Auto,0,5,3,526,44,Other,Low,1
CUST_723,8,Life,2,7,3,1141,21,Other,Medium,1
CUST_724,3,Health,8,58,3,1873,54,Female,Low,0
CUST_725,9,Life,1,48,5,1545,52,Other,Low,0
CUST_726,3,Life,0,2,1,1084,24,Other,High,0
CUST_727,8,Health,6,52,1,2510,85,Female,Medium,0
CUST_728,7,Health,0,3,3,2339,23,Female,High,0
CUST_729,10,Auto,10,51,5,4725,26,Other,Low,0
CUST_730,6,Auto,7,57,3,4538,22,Other,Medium,0
CUST_731,9,Auto,6,44,3,3419,18,Male,Low,0
CUST_732,9,Health,3,11,0,2222,71,Other,Medium,0
CUST_733,8,Health,4,3,3,2644,59,Other,High,1
CUST_734,1,Health,4,35,2,1962,69,Female,High,0
CUST_735,9,Health,3,37,5,1103,29,Female,Low,0
CUST_736,10,Life,3,25,3,2968,45,Other,Low,0
CUST_737,5,Health,4,32,4,2853,42,Other,Low,0
CUST_738,3,Health,10,26,0,4688,42,Female,Low,1
CUST_739,7,Health,6,48,2,2257,28,Male,Medium,0
CUST_740,7,Health,0,3,2,3250,68,Male,Medium,0
CUST_741,1,Health,2,20,2,2863,78,Male,High,0
CUST_742,4,Life,10,4,1,3216,39,Male,High,0
CUST_743,7,Health,6,51,1,4219,67,Male,High,0
CUST_744,7,Health,3,27,2,2863,67,Female,Medium,0
CUST_745,10,Auto,3,10,5,4649,54,Other,Low,1
CUST_746,9,Health,5,16,1,4812,20,Female,Medium,0
CUST_747,1,Auto,6,12,5,2392,48,Male,Medium,1
CUST_748,3,Life,4,7,0,3981,24,Female,Low,1
CUST_749,8,Health,1,54,2,4762,75,Other,Medium,0
CUST_750,7,Health,6,24,4,2140,62,Other,Medium,0
CUST_751,5,Auto,10,8,3,1541,18,Male,High,1
CUST_752,5,Life,2,45,2,3465,61,Female,Low,0
CUST_753,9,Life,9,54,1,1734,21,Male,High,0
CUST_754,3,Auto,8,30,2,3544,73,Other,Medium,0
CUST_755,10,Life,10,21,2,2845,53,Female,High,1
CUST_756,5,Health,7,8,4,2262,20,Male,High,0
CUST_757,4,Auto,0,39,3,794,84,Female,Medium,0
CUST_758,6,Life,2,25,4,2075,32,Male,Low,0
CUST_759,1,Life,5,31,0,3298,25,Male,Low,0
CUST_760,1,Life,2,38,3,2538,66,Female,Low,1
CUST_761,8,Auto,1,51,2,3282,75,Male,High,0
CUST_762,10,Health,5,12,1,1916,32,Female,High,0
CUST_763,7,Health,1,57,3,1024,25,Female,Low,0
CUST_764,2,Auto,4,37,0,3383,31,Other,High,1
CUST_765,7,Life,10,27,4,1017,74,Male,High,0
CUST_766,6,Life,10,2,5,4515,66,Female,High,0
CUST_767,4,Auto,3,22,3,2103,65,Male,Medium,0
CUST_768,8,Life,5,34,0,2847,30,Male,High,0
CUST_769,8,Health,1,28,5,3611,20,Male,Medium,0
CUST_770,8,Auto,7,23,5,3940,59,Other,Medium,1
CUST_771,9,Auto,2,15,1,674,38,Other,Low,0
CUST_772,5,Auto,10,6,2,4043,21,Female,Medium,1
CUST_773,3,Life,3,18,4,4862,66,Male,Medium,0
CUST_774,5,Health,10,44,4,1742,60,Other,Medium,0
CUST_775,8,Life,6,51,3,2595,45,Female,Low,0
CUST_776,2,Health,8,14,1,4352,81,Female,Medium,1
CUST_777,7,Auto,5,18,0,1335,55,Male,High,1
CUST_778,5,Health,0,58,0,3432,52,Female,Low,0
CUST_779,10,Auto,4,12,3,4397,63,Male,Medium,1
CUST_780,2,Life,10,12,0,3128,63,Other,Low,1
CUST_781,10,Life,4,3,0,3901,43,Other,Low,0
CUST_782,2,Auto,8,32,2,1363,42,Female,Medium,1
CUST_783,7,Health,5,53,3,640,28,Female,High,0
CUST_784,4,Life,2,3,2,4969,85,Other,High,1
CUST_785,7,Health,6,58,1,880,64,Female,High,0
CUST_786,10,Auto,0,19,4,1129,73,Female,Medium,1
CUST_787,6,Auto,10,14,4,818,67,Other,Medium,1
CUST_788,1,Auto,2,6,2,2247,60,Female,Low,1
CUST_789,8,Auto,3,51,1,665,50,Male,High,1
CUST_790,3,Life,5,44,0,1829,49,Other,Medium,0
CUST_791,6,Life,4,3,0,1970,50,Male,Low,0
CUST_792,10,Life,10,60,5,1340,77,Other,Low,0
CUST_793,3,Health,7,30,5,1645,83,Female,Low,0
CUST_794,6,Health,2,30,5,2217,31,Female,Medium,0
CUST_795,1,Life,2,11,5,3270,36,Female,Medium,0
CUST_796,2,Auto,4,11,2,3476,70,Male,Medium,0
CUST_797,7,Life,0,10,2,1373,84,Female,Medium,0
CUST_798,10,Auto,5,36,1,1965,83,Female,High,1
CUST_799,2,Life,5,30,2,1290,33,Other,High,1
CUST_800,6,Life,3,17,0,3920,18,Other,High,0
CUST_801,7,Auto,0,40,0,4694,78,Female,Medium,1
CUST_802,10,Health,6,60,2,2338,66,Other,High,0
CUST_803,8,Auto,1,39,0,1617,48,Male,Medium,0
CUST_804,9,Life,1,56,5,2064,40,Other,High,0
CUST_805,1,Auto,3,22,5,1755,25,Other,Low,1
CUST_806,8,Life,9,59,2,3408,28,Female,Low,1
CUST_807,10,Auto,0,33,1,2624,77,Female,Low,0
CUST_808,9,Health,0,37,5,1308,23,Other,Low,0
CUST_809,3,Auto,4,13,3,2644,45,Male,High,0
CUST_810,4,Auto,5,47,4,1536,20,Male,Low,1
CUST_811,1,Health,10,26,0,1845,80,Female,Low,1
CUST_812,8,Health,8,32,5,3852,85,Female,Medium,0
CUST_813,1,Auto,9,60,4,2389,33,Other,Medium,1
CUST_814,1,Auto,2,19,3,1590,77,Female,High,1
CUST_815,9,Life,7,11,4,3878,72,Other,High,0
CUST_816,2,Life,5,35,0,1545,34,Female,High,0
CUST_817,4,Life,10,47,4,1432,49,Female,Medium,0
CUST_818,4,Auto,2,26,4,2916,40,Female,High,0
CUST_819,5,Auto,3,3,1,2663,59,Other,Medium,0
CUST_820,10,Auto,4,6,2,3116,60,Other,Medium,0
CUST_821,1,Life,0,32,4,2162,85,Female,High,1
CUST_822,3,Life,8,50,5,4389,32,Male,Low,1
CUST_823,4,Health,7,26,5,1371,28,Other,Medium,0
CUST_824,8,Auto,0,57,2,3253,32,Male,Medium,1
CUST_825,5,Auto,5,45,2,797,39,Female,Low,0
CUST_826,4,Life,6,42,4,2684,74,Other,High,0
CUST_827,3,Health,8,31,5,3136,77,Female,Low,0
CUST_828,7,Life,10,43,1,1521,71,Female,Low,0
CUST_829,10,Health,3,56,3,3717,30,Male,High,0
CUST_830,3,Health,3,34,2,4501,64,Other,High,0
CUST_831,5,Health,5,29,2,4952,30,Male,Low,0
CUST_832,10,Life,5,14,2,4109,21,Male,Low,0
CUST_833,5,Auto,5,58,5,4544,75,Male,Medium,0
CUST_834,2,Life,6,33,4,4596,82,Other,Low,0
CUST_835,9,Life,3,49,3,764,52,Female,Low,0
CUST_836,1,Auto,8,57,2,1142,57,Male,High,1
CUST_837,2,Life,5,34,4,1521,34,Other,Medium,0
CUST_838,7,Life,9,4,3,3391,51,Other,High,1
CUST_839,10,Auto,8,8,4,1322,67,Other,High,1
CUST_840,6,Life,1,7,4,2204,77,Male,Medium,0
CUST_841,10,Auto,8,5,5,1963,73,Male,Low,1
CUST_842,10,Health,2,52,3,3962,20,Female,Low,0
CUST_843,2,Auto,8,14,2,4896,25,Other,Medium,1
CUST_844,2,Health,4,3,1,2945,50,Male,Low,0
CUST_845,3,Auto,3,42,2,2025,35,Male,Medium,0
CUST_846,10,Life,9,23,5,2103,62,Other,High,1
CUST_847,5,Health,9,12,2,1932,74,Other,Medium,0
CUST_848,7,Auto,7,44,1,3721,70,Other,Medium,0
CUST_849,5,Life,4,60,5,2057,58,Female,High,0
CUST_850,1,Health,8,38,4,3266,81,Male,Medium,0
CUST_851,4,Health,6,10,5,3410,29,Other,High,0
CUST_852,2,Health,9,14,0,2701,41,Female,Low,1
CUST_853,2,Health,8,34,5,3895,61,Other,High,0
CUST_854,9,Health,0,15,2,832,50,Female,High,0
CUST_855,3,Life,0,24,1,2200,56,Other,High,0
CUST_856,9,Health,5,60,3,2074,62,Female,High,0
CUST_857,8,Auto,5,11,4,3669,56,Male,Low,0
CUST_858,10,Health,7,10,1,2042,74,Other,Medium,1
CUST_859,2,Life,3,14,3,1209,63,Male,High,0
CUST_860,5,Auto,3,30,2,787,29,Female,Medium,0
CUST_861,7,Health,8,32,3,3295,68,Other,Low,0
CUST_862,6,Auto,0,22,4,4140,26,Male,Low,0
CUST_863,10,Life,7,3,2,1178,50,Female,Low,1
CUST_864,6,Health,9,18,4,4227,20,Other,Medium,0
CUST_865,2,Health,2,19,3,2526,26,Other,Medium,1
CUST_866,2,Health,6,51,5,1941,51,Male,Low,1
CUST_867,3,Auto,10,34,4,2140,21,Other,Low,1
CUST_868,1,Life,6,52,2,4990,20,Male,Low,1
CUST_869,4,Life,0,2,0,1320,60,Female,Low,0
CUST_870,4,Health,9,26,5,3400,56,Male,Medium,1
CUST_871,10,Auto,10,42,3,2902,56,Female,Medium,0
CUST_872,1,Auto,4,16,4,3291,57,Male,High,1
CUST_873,6,Life,0,41,5,3273,72,Other,Medium,0
CUST_874,10,Life,4,12,3,1627,39,Female,High,0
CUST_875,7,Health,4,17,3,4219,65,Female,Low,0
CUST_876,7,Life,7,18,1,4344,36,Other,Medium,0
CUST_877,7,Health,5,36,2,4080,32,Other,Medium,0
CUST_878,10,Health,0,44,1,1824,71,Male,High,0
CUST_879,5,Health,1,40,0,3620,62,Female,High,0
CUST_880,3,Health,7,26,4,554,49,Female,High,0
CUST_881,4,Life,5,36,0,1992,76,Female,Low,0
CUST_882,10,Health,0,17,2,2263,45,Male,High,0
CUST_883,5,Life,5,27,4,3201,24,Other,High,0
CUST_884,4,Health,6,3,0,4018,76,Male,High,0
CUST_885,9,Life,10,18,4,2828,69,Male,High,0
CUST_886,4,Auto,6,55,3,679,67,Female,High,0
CUST_887,8,Life,5,8,3,2406,69,Female,Low,0
CUST_888,6,Health,5,60,4,619,80,Female,Medium,0
CUST_889,5,Auto,8,60,5,4875,63,Female,High,1
CUST_890,3,Life,9,46,4,4051,37,Female,Medium,1
CUST_891,9,Health,9,11,2,4668,50,Female,Medium,0
CUST_892,9,Auto,10,27,2,1141,56,Female,High,1
CUST_893,5,Auto,0,7,0,3556,41,Female,High,0
CUST_894,7,Life,10,26,0,601,19,Female,Low,1
CUST_895,4,Health,6,47,4,4446,48,Male,Low,0
CUST_896,8,Auto,5,48,1,4076,31,Other,Medium,0
CUST_897,8,Auto,8,24,5,4558,59,Female,Medium,1
CUST_898,4,Health,6,21,1,3711,79,Other,High,0
CUST_899,5,Auto,9,41,2,2280,81,Male,Low,1
CUST_900,9,Health,7,20,3,4797,19,Female,Low,0
CUST_901,6,Auto,2,9,3,1386,69,Male,Low,0
CUST_902,1,Auto,2,30,0,1510,62,Other,Low,1
CUST_903,4,Life,3,38,5,2878,26,Other,High,0
CUST_904,1,Life,2,16,5,4269,31,Other,Medium,1
CUST_905,3,Life,4,13,5,2735,34,Male,Low,0
CUST_906,8,Auto,2,43,4,3684,53,Male,High,0
CUST_907,8,Life,0,38,4,1464,65,Other,Low,0
CUST_908,3,Life,4,37,4,1919,25,Male,Low,0
CUST_909,2,Auto,3,31,1,2420,78,Other,Low,0
CUST_910,8,Health,0,4,3,1183,74,Male,Low,0
CUST_911,10,Health,0,9,2,571,47,Male,Low,0
CUST_912,4,Health,6,8,1,795,73,Male,High,0
CUST_913,2,Health,3,57,1,1663,46,Male,High,1
CUST_914,7,Life,1,57,3,2868,59,Female,Medium,0
CUST_915,3,Auto,9,20,0,1245,23,Male,Low,0
CUST_916,6,Health,1,43,0,3467,71,Male,High,0
